informal_stmt,formal_stmt,header,proof_state,mathlib_dependencies,hard_dependencies,source,problem_name,full_name,problem_type,split
Let $\mathcal{T}_\alpha$ be a family of topologies on $X$. Show that there is a unique smallest topology on $X$ containing all the collections $\mathcal{T}_\alpha$.,"theorem exercise_13_4b1 (X I : Type*) (T : I → Set (Set X)) (h : ∀ i, is_topology X (T i)) :
  ∃! T', is_topology X T' ∧ (∀ i, T i ⊆ T') ∧
  ∀ T'', is_topology X T'' → (∀ i, T i ⊆ T'') → T'' ⊆ T' :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def is_topology (X : Type*) (T : Set (Set X)) :=
  univ ∈ T ∧
  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧
  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)


","X : Type u_1
I : Type u_2
T : I → Set (Set X)
h : ∀ (i : I), is_topology X (T i)
⊢ ∃! T', is_topology X T' ∧ (∀ (i : I), T i ⊆ T') ∧ ∀ (T'' : Set (Set X)), is_topology X T'' → (∀ (i : I), T i ⊆ T'') → T'' ⊆ T'",['Set'],"[{'full_name': 'is_topology', 'formal_stmt': 'def is_topology (X : Type*) (T : Set (Set X)) :=\n  univ ∈ T ∧\n  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧\n  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)', 'informal_stmt': 'A topology on a type `X` is a collection `T` of subsets of `X` that includes the universal set, is closed under finite intersections, and is closed under arbitrary unions.', 'mathlib_dependencies': ['Set', 'Set.univ', 'Set.sUnion'], 'hard_dependencies': [], 'header': 'def is_topology (X : Type u_1) (T : Set (Set X)) :Prop'}]",Munkres,exercise_13_4b1,Munkres.exercise_13_4b1,proof,test
Let $\mathcal{T}_\alpha$ be a family of topologies on $X$. Show that there is a unique largest topology on $X$ contained in all the collections $\mathcal{T}_\alpha$.,"theorem exercise_13_4b2 (X I : Type*) (T : I → Set (Set X)) (h : ∀ i, is_topology X (T i)) :
  ∃! T', is_topology X T' ∧ (∀ i, T' ⊆ T i) ∧
  ∀ T'', is_topology X T'' → (∀ i, T'' ⊆ T i) → T' ⊆ T'' :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def is_topology (X : Type*) (T : Set (Set X)) :=
  univ ∈ T ∧
  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧
  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)


","X : Type u_1
I : Type u_2
T : I → Set (Set X)
h : ∀ (i : I), is_topology X (T i)
⊢ ∃! T', is_topology X T' ∧ (∀ (i : I), T' ⊆ T i) ∧ ∀ (T'' : Set (Set X)), is_topology X T'' → (∀ (i : I), T'' ⊆ T i) → T' ⊆ T''",['Set'],"[{'full_name': 'is_topology', 'formal_stmt': 'def is_topology (X : Type*) (T : Set (Set X)) :=\n  univ ∈ T ∧\n  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧\n  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)', 'informal_stmt': 'A topology on a type `X` is a collection `T` of subsets of `X` that includes the universal set, is closed under finite intersections, and is closed under arbitrary unions.', 'mathlib_dependencies': ['Set', 'Set.univ', 'Set.sUnion'], 'hard_dependencies': [], 'header': 'def is_topology (X : Type u_1) (T : Set (Set X)) :Prop'}]",Munkres,exercise_13_4b2,Munkres.exercise_13_4b2,proof,test
"Show that if $\mathcal{A}$ is a basis for a topology on $X$, then the topology generated by $\mathcal{A}$ equals the intersection of all topologies on $X$ that contain $\mathcal{A}$.","theorem exercise_13_5a {X : Type*}
  [TopologicalSpace X] (A : Set (Set X)) (hA : IsTopologicalBasis A) :
  generateFrom A = generateFrom (sInter {T | is_topology X T ∧ A ⊆ T}) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def is_topology (X : Type*) (T : Set (Set X)) :=
  univ ∈ T ∧
  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧
  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)


","X : Type u_1
inst✝ : TopologicalSpace X
A : Set (Set X)
hA : TopologicalSpace.IsTopologicalBasis A
⊢ TopologicalSpace.generateFrom A = TopologicalSpace.generateFrom (⋂₀ {T | is_topology X T ∧ A ⊆ T})","['TopologicalSpace', 'Set', 'TopologicalSpace.IsTopologicalBasis', 'TopologicalSpace.generateFrom']","[{'full_name': 'is_topology', 'formal_stmt': 'def is_topology (X : Type*) (T : Set (Set X)) :=\n  univ ∈ T ∧\n  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧\n  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)', 'informal_stmt': 'A topology on a type `X` is a collection `T` of subsets of `X` that includes the universal set, is closed under finite intersections, and is closed under arbitrary unions.', 'mathlib_dependencies': ['Set', 'Set.univ', 'Set.sUnion'], 'hard_dependencies': [], 'header': 'def is_topology (X : Type u_1) (T : Set (Set X)) :Prop'}]",Munkres,exercise_13_5a,Munkres.exercise_13_5a,proof,test
"Show that if $\mathcal{A}$ is a subbasis for a topology on $X$, then the topology generated by $\mathcal{A}$ equals the intersection of all topologies on $X$ that contain $\mathcal{A}$.","theorem exercise_13_5b {X : Type*}
  [t : TopologicalSpace X] (A : Set (Set X)) (hA : t = generateFrom A) :
  generateFrom A = generateFrom (sInter {T | is_topology X T ∧ A ⊆ T}) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def is_topology (X : Type*) (T : Set (Set X)) :=
  univ ∈ T ∧
  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧
  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)


","X : Type u_1
t : TopologicalSpace X
A : Set (Set X)
hA : t = TopologicalSpace.generateFrom A
⊢ TopologicalSpace.generateFrom A = TopologicalSpace.generateFrom (⋂₀ {T | is_topology X T ∧ A ⊆ T})","['TopologicalSpace', 'Set', 'TopologicalSpace.generateFrom']","[{'full_name': 'is_topology', 'formal_stmt': 'def is_topology (X : Type*) (T : Set (Set X)) :=\n  univ ∈ T ∧\n  (∀ s t, s ∈ T → t ∈ T → s ∩ t ∈ T) ∧\n  (∀s, (∀t ∈ s, t ∈ T) → sUnion s ∈ T)', 'informal_stmt': 'A topology on a type `X` is a collection `T` of subsets of `X` that includes the universal set, is closed under finite intersections, and is closed under arbitrary unions.', 'mathlib_dependencies': ['Set', 'Set.univ', 'Set.sUnion'], 'hard_dependencies': [], 'header': 'def is_topology (X : Type u_1) (T : Set (Set X)) :Prop'}]",Munkres,exercise_13_5b,Munkres.exercise_13_5b,proof,test
Show that the lower limit topology $\mathbb{R}_l$ and $K$-topology $\mathbb{R}_K$ are not comparable.,"theorem exercise_13_6 :
  ¬ (∀ U, Rl.IsOpen U → K_topology.IsOpen U) ∧ ¬ (∀ U, K_topology.IsOpen U → Rl.IsOpen U) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section

def lower_limit_topology (X : Type) [Preorder X] :=
  generateFrom {S : Set X | ∃ a b, a < b ∧ S = Ico a b}

def Rl := lower_limit_topology ℝ

def K : Set ℝ := {r | ∃ n : ℕ, r = 1 / n}

def K_topology := generateFrom
  ({S : Set ℝ | ∃ a b, a < b ∧ S = Ioo a b} ∪ {S : Set ℝ | ∃ a b, a < b ∧ S = Ioo a b \ K})


","⊢ (¬∀ (U : Set ℝ), TopologicalSpace.IsOpen U → TopologicalSpace.IsOpen U) ∧ ¬∀ (U : Set ℝ), TopologicalSpace.IsOpen U → TopologicalSpace.IsOpen U","['Set', 'TopologicalSpace.IsOpen']","[{'full_name': 'lower_limit_topology', 'formal_stmt': 'def lower_limit_topology (X : Type) [Preorder X] :=\n  generateFrom {S : Set X | ∃ a b, a < b ∧ S = Ico a b}', 'informal_stmt': 'The `lower_limit_topology` on a preordered set `X` is the topological space generated by the collection of all left-closed, right-open intervals `[a, b)`.', 'mathlib_dependencies': ['Preorder', 'TopologicalSpace.generateFrom', 'Set', 'Set.Ico'], 'hard_dependencies': [], 'header': 'def lower_limit_topology (X : Type) [inst✝ : Preorder X] :TopologicalSpace X'}, {'full_name': 'Rl', 'formal_stmt': 'def Rl := lower_limit_topology ℝ', 'informal_stmt': 'The object `Rl` is the lower limit topology on the real numbers \\(\\mathbb{R}\\), generated by all left-closed, right-open intervals \\([a, b)\\).', 'mathlib_dependencies': [], 'hard_dependencies': ['lower_limit_topology'], 'header': 'def Rl :TopologicalSpace ℝ'}, {'full_name': 'K', 'formal_stmt': 'def K : Set ℝ := {r | ∃ n : ℕ, r = 1 / n}', 'informal_stmt': 'The set \\( K \\) is the collection of all real numbers that can be expressed as the reciprocal of a natural number.', 'mathlib_dependencies': ['Set'], 'hard_dependencies': [], 'header': 'def K :Set ℝ'}, {'full_name': 'K_topology', 'formal_stmt': 'def K_topology := generateFrom\n  ({S : Set ℝ | ∃ a b, a < b ∧ S = Ioo a b} ∪ {S : Set ℝ | ∃ a b, a < b ∧ S = Ioo a b \\ K})', 'informal_stmt': 'The object `K_topology` is the topological space on \\(\\mathbb{R}\\) generated by the union of all open intervals \\((a, b)\\) and all open intervals \\((a, b)\\) with \\(K\\) removed.', 'mathlib_dependencies': ['TopologicalSpace.generateFrom', 'Set', 'Set.Ioo'], 'hard_dependencies': ['K'], 'header': 'def K_topology :TopologicalSpace ℝ'}]",Munkres,exercise_13_6,Munkres.exercise_13_6,proof,test
"Show that the collection $\{(a,b) \mid a < b, a \text{ and } b \text{ rational}\}$ is a basis that generates the standard topology on $\mathbb{R}$.","theorem exercise_13_8a :
  IsTopologicalBasis {S : Set ℝ | ∃ a b : ℚ, a < b ∧ S = Ioo ↑a ↑b} :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","⊢ TopologicalSpace.IsTopologicalBasis {S | ∃ a b, a < b ∧ S = Set.Ioo ↑a ↑b}","['TopologicalSpace.IsTopologicalBasis', 'Set.Ioo']",[],Munkres,exercise_13_8a,Munkres.exercise_13_8a,proof,test
"Show that the collection $\{(a,b) \mid a < b, a \text{ and } b \text{ rational}\}$ is a basis that generates a topology different from the lower limit topology on $\mathbb{R}$.","theorem exercise_13_8b :
  (generateFrom {S : Set ℝ | ∃ a b : ℚ, a < b ∧ S = Ico ↑a ↑b}).IsOpen ≠
  (lower_limit_topology ℝ).IsOpen :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def lower_limit_topology (X : Type) [Preorder X] :=
  generateFrom {S : Set X | ∃ a b, a < b ∧ S = Ico a b}


",⊢ TopologicalSpace.IsOpen ≠ TopologicalSpace.IsOpen,['TopologicalSpace.IsOpen'],"[{'full_name': 'lower_limit_topology', 'formal_stmt': 'def lower_limit_topology (X : Type) [Preorder X] :=\n  generateFrom {S : Set X | ∃ a b, a < b ∧ S = Ico a b}', 'informal_stmt': 'The `lower_limit_topology` on a preordered set `X` is the topological space generated by the collection of all left-closed, right-open intervals `[a, b)`.', 'mathlib_dependencies': ['Preorder', 'TopologicalSpace.generateFrom', 'Set', 'Set.Ico'], 'hard_dependencies': [], 'header': 'def lower_limit_topology (X : Type) [inst✝ : Preorder X] :TopologicalSpace X'}]",Munkres,exercise_13_8b,Munkres.exercise_13_8b,proof,test
"Show that if $Y$ is a subspace of $X$, and $A$ is a subset of $Y$, then the topology $A$ inherits as a subspace of $Y$ is the same as the topology it inherits as a subspace of $X$.","theorem exercise_16_1 {X : Type*} [TopologicalSpace X]
  (Y : Set X)
  (A : Set Y) :
  ∀ U : Set A, IsOpen U ↔ IsOpen (Subtype.val '' U) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
Y : Set X
A : Set ↑Y
⊢ ∀ (U : Set ↑A), IsOpen U ↔ IsOpen (Subtype.val '' U)","['TopologicalSpace', 'Set', 'IsOpen', 'Subtype.val']",[],Munkres,exercise_16_1,Munkres.exercise_16_1,proof,test
"A map $f: X \rightarrow Y$ is said to be an open map if for every open set $U$ of $X$, the set $f(U)$ is open in $Y$. Show that $\pi_{1}: X \times Y \rightarrow X$ and $\pi_{2}: X \times Y \rightarrow Y$ are open maps.","theorem exercise_16_4 {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]
  (π₁ : X × Y → X)
  (π₂ : X × Y → Y)
  (h₁ : π₁ = Prod.fst)
  (h₂ : π₂ = Prod.snd) :
  IsOpenMap π₁ ∧ IsOpenMap π₂ :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
π₁ : X × Y → X
π₂ : X × Y → Y
h₁ : π₁ = Prod.fst
h₂ : π₂ = Prod.snd
⊢ IsOpenMap π₁ ∧ IsOpenMap π₂","['TopologicalSpace', 'Prod.fst', 'Prod.snd', 'IsOpenMap']",[],Munkres,exercise_16_4,Munkres.exercise_16_4,proof,test
"Show that the countable collection \[\{(a, b) \times (c, d) \mid a < b \text{ and } c < d, \text{ and } a, b, c, d \text{ are rational}\}\] is a basis for $\mathbb{R}^2$.","theorem exercise_16_6
  (S : Set (Set (ℝ × ℝ)))
  (hS : ∀ s, s ∈ S → ∃ a b c d, (rational a ∧ rational b ∧ rational c ∧ rational d
  ∧ s = {x | ∃ x₁ x₂, x = (x₁, x₂) ∧ a < x₁ ∧ x₁ < b ∧ c < x₂ ∧ x₂ < d})) :
  IsTopologicalBasis S :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


def rational (x : ℝ) := x ∈ range ((↑) : ℚ → ℝ)


","S : Set (Set (ℝ × ℝ))
hS : ∀ s ∈ S, ∃ a b c d, rational a ∧ rational b ∧ rational c ∧ rational d ∧ s = {x | ∃ x₁ x₂, x = (x₁, x₂) ∧ a < x₁ ∧ x₁ < b ∧ c < x₂ ∧ x₂ < d}
⊢ TopologicalSpace.IsTopologicalBasis S","['Set', 'TopologicalSpace.IsTopologicalBasis']","[{'full_name': 'rational', 'formal_stmt': 'def rational (x : ℝ) := x ∈ range ((↑) : ℚ → ℝ)', 'informal_stmt': 'A real number `x` is `rational` if `x` is in the image of the embedding of the rationals into the reals.', 'mathlib_dependencies': ['Set.range'], 'hard_dependencies': [], 'header': 'def rational (x : ℝ ) :Prop'}]",Munkres,exercise_16_6,Munkres.exercise_16_6,proof,test
"Show that if $U$ is open in $X$ and $A$ is closed in $X$, then $U-A$ is open in $X$, and $A-U$ is closed in $X$.","theorem exercise_17_4 {X : Type*} [TopologicalSpace X]
  (U A : Set X) (hU : IsOpen U) (hA : IsClosed A) :
  IsOpen (U \ A) ∧ IsClosed (A \ U) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
U, A : Set X
hU : IsOpen U
hA : IsClosed A
⊢ IsOpen (U \ A) ∧ IsClosed (A \ U)","['TopologicalSpace', 'Set', 'IsOpen', 'IsClosed']",[],Munkres,exercise_17_4,Munkres.exercise_17_4,proof,test
"Let $Y$ be an ordered set in the order topology. Let $f, g: X \rightarrow Y$ be continuous. Show that the set $\{x \mid f(x) \leq g(x)\}$ is closed in $X$.","theorem exercise_18_8a {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]
  [LinearOrder Y] [OrderTopology Y] {f g : X → Y}
  (hf : Continuous f) (hg : Continuous g) :
  IsClosed {x | f x ≤ g x} :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝³ : TopologicalSpace X
inst✝² : TopologicalSpace Y
inst✝¹ : LinearOrder Y
inst✝ : OrderTopology Y
f, g : X → Y
hf : Continuous f
hg : Continuous g
⊢ IsClosed {x | f x ≤ g x}","['TopologicalSpace', 'LinearOrder', 'OrderTopology', 'Continuous', 'IsClosed']",[],Munkres,exercise_18_8a,Munkres.exercise_18_8a,proof,test
"Let $Y$ be an ordered set in the order topology. Let $f, g: X \rightarrow Y$ be continuous. Let $h: X \rightarrow Y$ be the function $h(x)=\min \{f(x), g(x)\}.$ Show that $h$ is continuous.","theorem exercise_18_8b {X Y : Type*} [TopologicalSpace X] [TopologicalSpace Y]
  [LinearOrder Y] [OrderTopology Y] {f g : X → Y}
  (hf : Continuous f) (hg : Continuous g) :
  Continuous (λ x => min (f x) (g x)) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝³ : TopologicalSpace X
inst✝² : TopologicalSpace Y
inst✝¹ : LinearOrder Y
inst✝ : OrderTopology Y
f, g : X → Y
hf : Continuous f
hg : Continuous g
⊢ Continuous fun x ↦ Min.min (f x) (g x)","['TopologicalSpace', 'LinearOrder', 'OrderTopology', 'Continuous', 'Min.min']",[],Munkres,exercise_18_8b,Munkres.exercise_18_8b,proof,test
"Let $A \subset X$; let $f: A \rightarrow Y$ be continuous; let $Y$ be Hausdorff. Show that if $f$ may be extended to a continuous function $g: \bar{A} \rightarrow Y$, then $g$ is uniquely determined by $f$.","theorem exercise_18_13
  {X : Type*} [TopologicalSpace X] {Y : Type*} [TopologicalSpace Y]
  [T2Space Y] {A : Set X} {f : A → Y} (hf : Continuous f)
  (g : closure A → Y)
  (g_con : Continuous g) :
  ∀ (g' : closure A → Y), Continuous g' →  (∀ (x : closure A), g x = g' x) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝² : TopologicalSpace X
Y : Type u_2
inst✝¹ : TopologicalSpace Y
inst✝ : T2Space Y
A : Set X
f : ↑A → Y
hf : Continuous f
g : ↑(closure A) → Y
g_con : Continuous g
⊢ ∀ (g' : ↑(closure A) → Y), Continuous g' → ∀ (x : ↑(closure A)), g x = g' x","['TopologicalSpace', 'T2Space', 'Set', 'Continuous', 'closure']",[],Munkres,exercise_18_13,Munkres.exercise_18_13,proof,test
"Let $\mathbf{x}_1, \mathbf{x}_2, \ldots$ be a sequence of the points of the product space $\prod X_\alpha$.  Show that this sequence converges to the point $\mathbf{x}$ if and only if the sequence $\pi_\alpha(\mathbf{x}_i)$ converges to $\pi_\alpha(\mathbf{x})$ for each $\alpha$.","theorem exercise_19_6a
  {n : ℕ}
  {f : Fin n → Type*} {x : ℕ → Πa, f a}
  (y : Πi, f i)
  [Πa, TopologicalSpace (f a)] :
  Tendsto x atTop (𝓝 y) ↔ ∀ i, Tendsto (λ j => (x j) i) atTop (𝓝 (y i)) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","n : ℕ
f : Fin n → Type u_1
x : ℕ → (a : Fin n) → f a
y : (i : Fin n) → f i
inst✝ : (a : Fin n) → TopologicalSpace (f a)
⊢ Filter.Tendsto x Filter.atTop (𝓝 y) ↔ ∀ (i : Fin n), Filter.Tendsto (fun j ↦ x j i) Filter.atTop (𝓝 (y i))","['Fin', 'TopologicalSpace', 'Filter.Tendsto', 'Filter.atTop']",[],Munkres,exercise_19_6a,Munkres.exercise_19_6a,proof,test
Show that $\mathbb{R} \times \mathbb{R}$ in the dictionary order topology is metrizable.,"theorem exercise_20_2
  [TopologicalSpace (ℝ ×ₗ ℝ)] [OrderTopology (ℝ ×ₗ ℝ)]
  : MetrizableSpace (ℝ ×ₗ ℝ) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","inst✝¹ : TopologicalSpace (Lex (ℝ × ℝ))
inst✝ : OrderTopology (Lex (ℝ × ℝ))
⊢ TopologicalSpace.MetrizableSpace (Lex (ℝ × ℝ))","['TopologicalSpace', 'Lex', 'OrderTopology', 'TopologicalSpace.MetrizableSpace']",[],Munkres,exercise_20_2,Munkres.exercise_20_2,proof,test
"Define $f_{n}:[0,1] \rightarrow \mathbb{R}$ by the equation $f_{n}(x)=x^{n}$. Show that the sequence $\left(f_{n}(x)\right)$ converges for each $x \in[0,1]$.","theorem exercise_21_6a
  (f : ℕ → I → ℝ )
  (h : ∀ x n, f n x = x ^ n) :
  ∀ x, ∃ y, Tendsto (λ n => f n x) atTop (𝓝 y) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


abbrev I : Set ℝ := Icc 0 1


","f : ℕ → ↑I → ℝ
h : ∀ (x : ↑I) (n : ℕ), f n x = ↑x ^ n
⊢ ∀ (x : ↑I), ∃ y, Filter.Tendsto (fun n ↦ f n x) Filter.atTop (𝓝 y)","['Filter.Tendsto', 'Filter.atTop']","[{'full_name': 'I', 'formal_stmt': 'abbrev I : Set ℝ := Icc 0 1', 'informal_stmt': '`I` is the set of all real numbers `x` such that `0 ≤ x ≤ 1`.', 'mathlib_dependencies': ['Set', 'Set.Icc'], 'hard_dependencies': [], 'header': 'abbrev I :Set ℝ'}]",Munkres,exercise_21_6a,Munkres.exercise_21_6a,proof,test
"Define $f_{n}:[0,1] \rightarrow \mathbb{R}$ by the equation $f_{n}(x)=x^{n}$. Show that the sequence $\left(f_{n}\right)$ does not converge uniformly.","theorem exercise_21_6b
  (f : ℕ → I → ℝ )
  (h : ∀ x n, f n x = x ^ n) :
  ¬ ∃ f₀, TendstoUniformly f f₀ atTop :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


abbrev I : Set ℝ := Icc 0 1


","f : ℕ → ↑I → ℝ
h : ∀ (x : ↑I) (n : ℕ), f n x = ↑x ^ n
⊢ ¬∃ f₀, TendstoUniformly f f₀ Filter.atTop","['TendstoUniformly', 'Filter.atTop']","[{'full_name': 'I', 'formal_stmt': 'abbrev I : Set ℝ := Icc 0 1', 'informal_stmt': '`I` is the set of all real numbers `x` such that `0 ≤ x ≤ 1`.', 'mathlib_dependencies': ['Set', 'Set.Icc'], 'hard_dependencies': [], 'header': 'abbrev I :Set ℝ'}]",Munkres,exercise_21_6b,Munkres.exercise_21_6b,proof,test
"Let $X$ be a topological space and let $Y$ be a metric space. Let $f_{n}: X \rightarrow Y$ be a sequence of continuous functions. Let $x_{n}$ be a sequence of points of $X$ converging to $x$. Show that if the sequence $\left(f_{n}\right)$ converges uniformly to $f$, then $\left(f_{n}\left(x_{n}\right)\right)$ converges to $f(x)$.","theorem exercise_21_8
  {X : Type*} [TopologicalSpace X] {Y : Type*} [MetricSpace Y]
  {f : ℕ → X → Y} {x : ℕ → X}
  (hf : ∀ n, Continuous (f n))
  (x₀ : X)
  (hx : Tendsto x atTop (𝓝 x₀))
  (f₀ : X → Y)
  (hh : TendstoUniformly f f₀ atTop) :
  Tendsto (λ n => f n (x n)) atTop (𝓝 (f₀ x₀)) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝¹ : TopologicalSpace X
Y : Type u_2
inst✝ : MetricSpace Y
f : ℕ → X → Y
x : ℕ → X
hf : ∀ (n : ℕ), Continuous (f n)
x₀ : X
hx : Filter.Tendsto x Filter.atTop (𝓝 x₀)
f₀ : X → Y
hh : TendstoUniformly f f₀ Filter.atTop
⊢ Filter.Tendsto (fun n ↦ f n (x n)) Filter.atTop (𝓝 (f₀ x₀))","['TopologicalSpace', 'MetricSpace', 'Continuous', 'Filter.Tendsto', 'Filter.atTop', 'TendstoUniformly']",[],Munkres,exercise_21_8,Munkres.exercise_21_8,proof,test
"Let $p: X \rightarrow Y$ be a continuous map. Show that if there is a continuous map $f: Y \rightarrow X$ such that $p \circ f$ equals the identity map of $Y$, then $p$ is a quotient map.","theorem exercise_22_2a {X Y : Type*} [TopologicalSpace X]
  [TopologicalSpace Y] (p : X → Y) (h : Continuous p) :
  QuotientMap p ↔ ∃ (f : Y → X), Continuous f ∧ p ∘ f = id :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
p : X → Y
h : Continuous p
⊢ QuotientMap p ↔ ∃ f, Continuous f ∧ p ∘ f = id","['TopologicalSpace', 'Continuous', 'QuotientMap', 'id']",[],Munkres,exercise_22_2a,Munkres.exercise_22_2a,proof,test
"If $A \subset X$, a retraction of $X$ onto $A$ is a continuous map $r: X \rightarrow A$ such that $r(a)=a$ for each $a \in A$. Show that a retraction is a quotient map.","theorem exercise_22_2b {X : Type*} [TopologicalSpace X]
  {A : Set X} (r : X → A) (hr : Continuous r) (h : ∀ x : A, r x = x) :
  QuotientMap r :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
A : Set X
r : X → ↑A
hr : Continuous r
h : ∀ (x : ↑A), r ↑x = x
⊢ QuotientMap r","['TopologicalSpace', 'Set', 'Continuous', 'QuotientMap']",[],Munkres,exercise_22_2b,Munkres.exercise_22_2b,proof,test
"Let $p \colon X \rightarrow Y$ be an open map. Show that if $A$ is open in $X$, then the map $q \colon A \rightarrow p(A)$ obtained by restricting $p$ is an open map.","theorem exercise_22_5 {X Y : Type*} [TopologicalSpace X]
  [TopologicalSpace Y] (p : X → Y) (hp : IsOpenMap p)
  (A : Set X) (hA : IsOpen A) : IsOpenMap (p ∘ Subtype.val : A → Y) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
Y : Type u_2
inst✝¹ : TopologicalSpace X
inst✝ : TopologicalSpace Y
p : X → Y
hp : IsOpenMap p
A : Set X
hA : IsOpen A
⊢ IsOpenMap (p ∘ Subtype.val)","['TopologicalSpace', 'IsOpenMap', 'Set', 'IsOpen', 'Subtype.val']",[],Munkres,exercise_22_5,Munkres.exercise_22_5,proof,test
"Let $\left\{A_{n}\right\}$ be a sequence of connected subspaces of $X$, such that $A_{n} \cap A_{n+1} \neq \varnothing$ for all $n$. Show that $\bigcup A_{n}$ is connected.","theorem exercise_23_2 {X : Type*}
  [TopologicalSpace X] {A : ℕ → Set X} (hA : ∀ n, IsConnected (A n))
  (hAn : ∀ n, A n ∩ A (n + 1) ≠ ∅) :
  IsConnected (⋃ n, A n) :=
sorry","import Mathlib

open Filter Set TopologicalSpace
open scoped Topology
noncomputable section


","X : Type u_1
inst✝ : TopologicalSpace X
A : ℕ → Set X
hA : ∀ (n : ℕ), IsConnected (A n)
hAn : ∀ (n : ℕ), A n ∩ A (n + 1) ≠ ∅
⊢ IsConnected (⋃ n, A n)","['TopologicalSpace', 'Set', 'IsConnected']",[],Munkres,exercise_23_2,Munkres.exercise_23_2,proof,test
